id,name,longitude,latitude
1428,PKY School Temporary T 1428,-82.334311,29.638462
1429,PKY School Temporary T 1429,-82.334211,29.638447
0924,"Planer Shed, Forestry-Acmf",-82.216221,29.749763
0222,Pole Barn,-82.349964,29.631605
3261,Pool Maintenance Building - Football Training Facility,,
0308,Powell Hall (FLMNH),-82.37025,29.63584
E05,Professional Resource Center (AEI),-82.365767,29.606559
PR01,Progress Park,-82.473351,29.78075
PR02,Progress Park North,-82.472958,29.781471
PR02,Progress Park North,-82.47303,29.78106
0749,Psychology,-82.346306,29.643412
1911,Public Safety,29.644345,-82.34267
0072,Pugh Hall,-82.34553,29.649419
0149,Pump House,-82.265373,29.743756
0920,Pump House,,
0670,Pump House (Mlhpr),-82.417728,29.724253
1241,Pump Shed,-82.354958,29.624666
1619,Qualification Lab,-82.30018,29.672957
1240,Quarantine Greenhouse,,
0266,"Racquet Club 
Dining Center",-82.346344,29.650127
3028,Rad. Therapy Of Gainesville,-82.41182,29.662195
0553,Rawlings Hall,-82.342939,29.646251
0131,Reed Lab,-82.348112,29.647978
0020,Reid Hall,-82.339852,29.646454
0686,Reitz Student Union,-82.347759,29.646315
0186,Research Facility (Hague),-82.416732,29.779053
0542,Research Lab (Mlhpr),-82.41703,29.727446
0550,Research Laboratory,-82.360918,29.633164
0068,Research Laboratory,-82.361149,29.633171
1224,Research Office Bldg (Mlhpr),-82.41554,29.726003
0079,Residence,-82.265963,29.743713
0895,Residence,-82.352408,29.622347
0439,Residence,-82.265447,29.744638
1307,Residence,-82.493588,29.925905
0188,Residence (Hague),-82.418629,29.778696
0178,Residence (Hague),-82.419902,29.780071
0481,Residence (Mlhpr),-82.418346,29.720189
1252,"Residence, Forestry-Acmf",-82.227397,29.7421
0184,Rhines Hall,-82.349015,29.647497
0052,Riker  Hall,-82.351141,29.647479
1087,Ring Tennis Pavilion,-82.356413,29.650066
0272,Rinker Hall,-82.343201,29.646948
3301,Rocky Point Pathology Clinic,-82.374871,29.607649
0474,"Rogers, Frazier Hall",-82.345464,29.644421
0138,Roland T. Stern Learning Center at Austin Cary Forest,-82.220203,29.733228
0073,Rolfs Elevator Equipment Bldg,-82.344401,29.649222
0012,Rolfs Hall,-82.344484,29.64926
1801,Ronald Mcdonald House,,
3000,Rotary Scholarship House,-82.343832,29.63297
0037,S.U.S. Press,-82.341449,29.652638
0036,S.U.S. Press Offices,-82.341591,29.65263
1352,Sam  Wall Student Residence,-82.347063,29.594481
0993,Sam Wall Animal Sci Hay Stor,-82.346708,29.598624
0991,Sam Wall Animal Sci North Barn,-82.346407,29.59894
0990,Sam Wall Animal Sci South Barn,-82.346359,29.598712
0992,Sam Wall Animal Sci West Barn,-82.347777,29.599611
1337,Sam Wall Arena Support Bldg,-82.346723,29.59653
1350,Sam Wall Hay Storage,-82.345732,29.597281
1351,Sam Wall Manure Composting Fac,-82.348395,29.59963
0994,Sam Wall Residence,-82.346162,29.597349
1336,Sam Wall Teaching Barn,-82.346855,29.59888
1342,Sampling Lab (Hague),-82.414971,29.77869
3119,Santa Fe Building W,-82.433191,29.681048
0436,"Sawmill, Forestry-Acmf",-82.216108,29.750012
0195,Scale Building,-82.263767,29.744959
7209,Scale Storage,-82.172077,29.303385
0228,Schiebler CMS,-82.345088,29.634703
2060,Security Mini-Storage,,
1346,Shade House (Forge),-82.40913,29.801839
1398,Shadehouse,-82.415151,29.726001
2013,Shands Cancer Center,-82.342347,29.638862
3008,Shands Endoscopy Center,-82.33867,29.633319
3008,Shands Endoscopy Center,,
0271,"Shands Facilities 
Administration",-82.340847,29.641474
0271,"Shands Facilities 
Administration",-82.340847,29.641474
0171,"Shands Medical
Plaza B",-82.349023,29.637822
0202,Shands Patient Svs,-82.343029,29.640076
3007,Shands Renal Dialysis,,
3007,Shands Renal Dialysys,-82.360374,29.631862
0446,"Shands Teaching 
Hospital",-82.343908,29.640014
0743,Sheep Unit Feed Shed,-82.352956,29.632392
1321,Sheltered Feed Station (Hague),-82.411952,29.79601
1317,Sheltered Feed Station (Hague),-82.411032,29.794624
1316,Sheltered Feed Station (Hague),-82.410572,29.794723
1320,Sheltered Feed Station (Hague),-82.411895,29.794987
1318,Sheltered Feed Station (Hague),-82.411015,29.79471
1322,Sheltered Feed Station (Hague),-82.411366,29.796482
1324,Sheltered Feed Station (Hague),-82.410578,29.796508
1319,Sheltered Feed Station (Hague),-82.411456,29.794695
1323,Sheltered Feed Station (Hague),-82.411068,29.796576
0462,"Shepard 
Broad",-82.346502,29.640277
1041,Sid Martin Biotechnology Fac.,-82.474807,29.782793
0420,Sigma Alpha Epsilon,-82.355067,29.645384
0425,Sigma Chi,-82.35716,29.646721
0399,Sigma Nu,-82.358428,29.647362
0422,Sigma Phi Epsilon,-82.356178,29.645542
0915,Silo (Hague),-82.414944,29.778497
0943,Silo (Hague),-82.414963,29.778563
0590,Simpson Hall,-82.351492,29.645465
0688,Sisler Hall,-82.344253,29.650033
0016,Sledd Hall,-82.345521,29.650767
0075,Small Animal Hospital,-82.350519,29.633767
0005,Smathers Library,-82.341815,29.650931
0226,SMMRL East,-82.367232,29.630792
0250,SMMRL Utility Annex,-82.36728,29.630928
0771,SMMRL West,-82.367491,29.630799
0879,Softball Indoor Bullpen,-82.3649,29.63907
1636,Softball Operations,-82.36531,29.63888
0418,Sorority -Pi Beta Phi,-82.359556,29.647325
0316,Southwest Recreation Center,-82.368341,29.638407
1042,Specific Pathogen Free Animal,-82.475383,29.782661
1081,Springs Residence Building,-82.35618,29.648831
1082,Springs Residence Building,-82.356387,29.649016
1086,Springs Residence Building,-82.357668,29.649007
1085,Springs Residence Building,-82.35746,29.649183
1084,Springs Residence Building,-82.357076,29.64909
1083,Springs Residence Building,-82.356787,29.649087
1080,Springs Residential Complex,-82.357129,29.648712
0156,Stadium Addition,-82.34968,29.65009
0110,Steinbrenner ,-82.342628,29.647647
0445,"Stetson Medical 
Sciences",-82.344634,29.640487
1369,Storage,-82.493781,29.925909
0848,Storage,-82.367595,29.631862
1357,Storage,-82.365765,29.633698
1393,Storage (Mlhpr),-82.415067,29.727597
1391,Storage (Mlhpr),-82.415296,29.720575
1390,Storage (Mlhpr),-82.415254,29.720501
1261,Storage (Mlhpr),-82.414785,29.727598
1348,Storage (Mlhpr),-82.415282,29.72062
1392,Storage (Mlhpr),-82.415252,29.720578
1260,Storage (Mlhpr),-82.414787,29.727651
1394,Storage (Mlhpr),-82.414879,29.727622
1395,Storage (Mlhpr),-82.41464,29.727373
0913,Storage Bldg,-82.356656,29.627055
0662,Storage Bldg,-82.35357,29.627874
0955,Storage Bldg,,
0956,Storage Bldg,,
0096,Storage Bldg,-82.363088,29.637822
1259,Storage Bldg  (Mlhpr),-82.416314,29.7275
1235,Storage Bldg  (Mlhpr),-82.417612,29.727777
1263,Storage Bldg (Mlhpr),-82.415505,29.727724
1262,Storage Bldg (Mlhpr),-82.420591,29.722101
0793,Storage Bldg (Mlhpr),-82.418914,29.720713
0691,Storage Bldg (Mlhpr),-82.417682,29.724384
0569,Storage Bldg (Mlhpr),-82.418876,29.721397
0785,Storage Bldg (Mlhpr),-82.41768,29.724502
1234,Storage Bldg (Mlhpr),-82.417169,29.727484
1233,Storage Bldg (Mlhpr),-82.417184,29.72743
7221,Storage Building,-82.171931,29.303354
0927,Storage Building,,
0800,Storage Building (Hague),-82.418116,29.79981
0443,Storage Building (Hague),-82.416124,29.778798
1311,Student Dormitory Trailer,-82.492981,29.924013
1500,Student Health Care Center,-82.3525,29.649722
0265,"Student Recreation
 and Fitness Center",-82.346767,29.650121
0029,Stuzin Hall,-82.341107,29.6509
0787,Support Building (Mlhpr),-82.41839,29.721819
0714,"Surplus/Facilities
Annex",-82.367134,29.643328
0095,Swim/Dive Facility,-82.351573,29.648516
0770,Swine Unit Barn,-82.360529,29.63046
0744,Swine Unit Feed Mill,-82.360665,29.630079
0767,Swine Unit Feed Processing,-82.36066,29.62988
0889,Swine Unit Finishing Barn,-82.359995,29.630621
0766,Swine Unit Methane Shed,-82.35962,29.629373
0888,Swine Unit Pig Research Barn,-82.3602,29.630837
0890,Swine Unit Pole Barn,-82.359558,29.630386
0769,Swine Unit Pole Barn,-82.358852,29.630709
2018,Tacachale Hospital,-82.303282,29.666187
0533,Tanglewood,-82.33793,29.622787
0536,Tanglewood,-82.339034,29.622756
0527,Tanglewood,-82.338835,29.623142
0535,Tanglewood,-82.338624,29.622713
0530,Tanglewood,-82.337772,29.623116
0529,Tanglewood,-82.338098,29.623191
0534,Tanglewood,-82.337946,29.622973
0539,Tanglewood,-82.338228,29.623846
0528,Tanglewood,-82.338403,29.623073
0532,Tanglewood,-82.337449,29.623051
0538,Tanglewood,-82.338195,29.62385
0531,Tanglewood,-82.33767,29.623327
0539,Tanglewood,,
0536,Tanglewood,,
0534,Tanglewood,,
0528,Tanglewood,,
0529,Tanglewood,,
0530,Tanglewood,,
0531,Tanglewood,,
0538,Tanglewood Apartments,,
0535,Tanglewood Apartments,,
0533,Tanglewood Apartments,,
0527,Tanglewood Apartments,,
0532,Tanglewood Apartments,,
0537,Tanglewood Commons,-82.338979,29.623537
0537,Tanglewood Commons,,
0426,Tau Epsilon Phi,-82.357248,29.647116
1229,"Teaching Pavilion, Forestry-ACMF",-82.221268,29.73266
0959,The Condron Family Ballpark,-82.3639,29.63653
3472,The Continuum,-82.329448,29.651615
1626,The Powell Family Structures And Materials Laboratory,-82.300759,29.672343
0427,Theta Chi,-82.357172,29.647471
0017,Thomas Hall,-82.345999,29.651193
7208,Tie Stall Bldg,-82.166918,29.300566
0026,Tigert Hall,-82.339898,29.649442
0045,Tolbert Hall,-82.351395,29.647976
3305,Tower Hill Office Park,-82.423623,29.653688
0801,Transformer Yard #2,-82.348255,29.640511
0259,Treeo Center,-82.414345,29.620001
0588,Trusler Hall,-82.351843,29.645829
0783,Turf Building (Mlhpr),-82.420245,29.721984
0267,Turlington Hall,-82.344072,29.649218
1384,Two Innovative Chiller,-82.47226,29.781455
1385,Two Innovative Storage,-82.47224,29.78156
0034,U. F. Information,-82.345566,29.649084
0715,"U.F. Mail & 
Documents Services",-82.367047,29.642842
3397,Uaa Aviation Department,-82.278574,29.6944
0886,"UF Bookstore & 
Welcome Center",-82.348036,29.645373
1635,UF Data Center,-82.299987,29.672512
1603,UF Enterprise Systems,-82.298477,29.672162
1175,"UF Hotel & 
Conference Center",-82.374005,29.636595
3440,UF Innovate,-82.333023,29.649958
3440,UF Innovate,,
0253,"University 
Foundation Annex",-82.349608,29.652825
0001,University Auditorium,-82.342921,29.648985
2030,University Press Storage,-82.319331,29.640981
0077,University Womens Club,-82.356154,29.649248
DA01,Usda01,-82.359598,29.635987
DA01,Usda01,,
DA02,Usda02,-82.360166,29.636099
DA02,Usda02,-82.360159,29.635905
DA02,Usda02,,
DA02,Usda02,,
DA03,Usda03,-82.359833,29.635774
DA03,Usda03,,
DA04,Usda04,-82.360228,29.636519
DA04,Usda04,,
DA05,Usda05,-82.359978,29.635819
DA05,Usda05,,
DA06,Usda06,-82.359754,29.635431
DA06,Usda06,,
DA08,Usda08,-82.360455,29.636046
DA09,Usda09,-82.360621,29.636035
DA09,Usda09,,
DA10,Usda10,-82.36077,29.63605
DA10,Usda10,,
DA11,Usda11,-82.359482,29.63496
DA11,Usda11,,
DA12,Usda12,-82.360121,29.634567
DA12,Usda12,,
DA13,Usda13,-82.360165,29.635063
DA13,Usda13,,
DA14,Usda14,-82.360047,29.635439
DA14,Usda14,,
DA17,Usda17,-82.3601,29.634021
DA17,Usda17,,
DA21,Usda21,-82.359945,29.634328
DA21,Usda21,,
DA25,Usda25,-82.359843,29.636509
DA25,Usda25,,
DA26,Usda26,-82.360008,29.636512
DA27,Usda27,-82.35998,29.635713
DA27,Usda27,,
DA29,Usda29,-82.359642,29.636511
DA29,Usda29,,
DA2A,Usda2A,-82.360128,29.636021
DA2A,Usda2A,,
DA30,Usda30,-82.359364,29.635436
DA30,Usda30,,
DA33,Usda33,-82.36078,29.635764
DA33,Usda33,,
DA34,Usda34,-82.361053,29.636346
DA34,Usda34,,
DA35,Usda35,-82.360927,29.636321
DA35,Usda35,,
DA36,Usda36,-82.360928,29.636389
DA36,Usda36,,
DA37,Usda37,-82.361216,29.636373
DA37,Usda37,,
DA61,Usda61,-82.360657,29.635602
DA61,Usda61,-82.360723,29.635627
DA61,Usda61,,
DA62,Usda62,-82.359307,29.636589
DA62,Usda62,,
DA63,Usda63,-82.359383,29.63674
DA63,Usda63,,
DA64,Usda64,-82.360772,29.635632
DA64,Usda64,-82.360723,29.635627
DA64,Usda64,,
DA65,Usda65,-82.360783,29.636411
DA65,Usda65,,
0014,Ustler Hall,-82.346895,29.650453
2000,V. A. Hospital,-82.344837,29.637033
2000,V. A. Hospital,,
0220,Va Education Building ,,
0220,Va Education Building #14,-82.343583,29.637082
0023,Van Fleet Hall,-82.351123,29.648562
0804,Vehicle Wash/Lube Station,-82.368437,29.644572
1051,Vet Med Central Energy Plant,-82.3469,29.63406
0218,Vet Med Equine Barn,-82.34806,29.63181
0216,"Vet Med Food 
Animal Clinic",-82.350063,29.631824
1023,Vet Med Hay Barn,-82.348477,29.632092
1022,Vet Med Isolation Barn,-82.349017,29.63243
1098,Vet Med Medical Storage,-82.350538,29.632878
1016,Vet Med Reproduction Barn,-82.349269,29.631357
1019,Vet Med Reproduction Barn,-82.349058,29.631411
0215,"Veterinary 
Clinical Sciences",-82.349939,29.633271
1017,"Veterinary
Academic Bldg",-82.348788,29.633719
1170,Vetmed Storage,-82.349116,29.633461
0003,Walker Hall,-82.34159,29.649469
0673,"Warehouse, Forestry-Acmf",-82.215593,29.749975
3451,WARPhaus,-82.330719,29.648523
0831,Waste Management Facility,-82.368132,29.631725
1070,Water ReclamationAdmin. Bldg.,-82.350206,29.64202
1142,Wauburg Directors Garage,-82.303638,29.536494
1146,Wauburg Directors Residence ,-82.30385,29.5364
1145,Wauburg North Bathhouse ,-82.30532,29.534935
0123,Wauburg North Boathouse ,-82.305456,29.533667
0144,Wauburg North Cypress Lodge,-82.305802,29.533934
1141,Wauburg North Gatehouse,-82.306528,29.533923
0121,Wauburg North Picnic Shelter,-82.305002,29.535173
0146,Wauburg North Pumphouse,-82.306546,29.534108
1144,Wauburg North Storage,-82.30661,29.534121
0129,Wauburg North Storage Shed,-82.306346,29.534354
1404,Wauburg South Boathouse,-82.299428,29.524004
1406,Wauburg South Bouldering Grotto,-82.297295,29.523164
1407,Wauburg South Climbing Storage,-82.296818,29.523308
1408,Wauburg South Climbing Wall,-82.297097,29.523428
0314,Wauburg South Comfortstation,-82.298617,29.523219
1405,Wauburg South Disc Golf Storage,-82.299213,29.523639
1403,Wauburg South Dock Shelter,-82.298918,29.524462
0313,Wauburg South Gatehouse,-82.302079,29.522627
0312,Wauburg South Mobile Home,-82.299059,29.52256
1401,Wauburg South Pavilion 1,-82.298258,29.523838
1402,Wauburg South Pavilion 2,-82.297764,29.52413
0311,Wauburg South Pumphouse,-82.29798,29.52304
1409,Wauburg South Ropes Bench,-82.297063,29.522219
1410,Wauburg South Ropes Course,-82.297266,29.522188
1411,Wauburg South Ropes Storage,-82.297477,29.522266
0053,Weaver Hall,-82.350733,29.647058
0025,Weil Chilled Water Plant (CWP1),-82.348506,29.648156
0024,Weil Hall,-82.348431,29.648358
0030,Weimer Hall,-82.347387,29.647836
0150,Wildlife Ecology,-82.345779,29.645832
0100,Williamson Hall,-82.346539,29.647917
3001,Winn-Dixie Hope Lodge,-82.34285,29.632708
0405,"Woodshop, Forestry-ACMF",-82.215742,29.750114
1313,Working Shed (Hague),-82.411721,29.795145
0402,"Workshop, Forestry-ACMF",-82.215861,29.749793
1741,WRUF Radio Tower #1,-82.41973,29.644122
1742,WRUF Radio Tower #2,-82.419163,29.643674
1743,WRUF Radio Tower #3,-82.420952,29.642438
1744,WRUF Radio Tower #4,-82.420366,29.641962
0174,WRUF Transmitter Building,-82.419131,29.644142
1745,Wuft Transmitter Building,-82.39447,29.709666
0558,Wuft Transmitter Building,-82.394621,29.70998
1746,Wuft Tv Tower,-82.394711,29.709816
0158,Yon Hall,-82.348041,29.650092
0039,Yulee Hall,-82.340351,29.646228
0410,Zeta Tau Alpha,-82.337427,29.644375
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
